file,severity,message
/Users/wayneb/Documents/github/linguatrain/packs/fi/lessons/fi_chapter_01_wordlist.yaml,error,entries[29] missing required field: prompt
/Users/wayneb/Documents/github/linguatrain/packs/fi/lessons/fi_chapter_01_wordlist.yaml,error,entries[29] missing required field: answer
/Users/wayneb/Documents/github/linguatrain/packs/fi/lessons/fi_chapter_01_wordlist.yaml,error,entries[29].prompt must be a String or a list (Array) of Strings. Got: NilClass
/Users/wayneb/Documents/github/linguatrain/packs/fi/lessons/fi_chapter_01_wordlist.yaml,error,entries[29].answer must be a list (Array) of Strings. Got: NilClass
/Users/wayneb/Documents/github/linguatrain/packs/fi/lessons/fi_chapter_01_wordlist.yaml,error,entries[30] missing required field: prompt
/Users/wayneb/Documents/github/linguatrain/packs/fi/lessons/fi_chapter_01_wordlist.yaml,error,entries[30] missing required field: answer
/Users/wayneb/Documents/github/linguatrain/packs/fi/lessons/fi_chapter_01_wordlist.yaml,error,entries[30].prompt must be a String or a list (Array) of Strings. Got: NilClass
/Users/wayneb/Documents/github/linguatrain/packs/fi/lessons/fi_chapter_01_wordlist.yaml,error,entries[30].answer must be a list (Array) of Strings. Got: NilClass
/Users/wayneb/Documents/github/linguatrain/packs/fi/lessons/fi_chapter_01_wordlist.yaml,error,entries[31] missing required field: prompt
/Users/wayneb/Documents/github/linguatrain/packs/fi/lessons/fi_chapter_01_wordlist.yaml,error,entries[31] missing required field: answer
/Users/wayneb/Documents/github/linguatrain/packs/fi/lessons/fi_chapter_01_wordlist.yaml,error,entries[31].prompt must be a String or a list (Array) of Strings. Got: NilClass
/Users/wayneb/Documents/github/linguatrain/packs/fi/lessons/fi_chapter_01_wordlist.yaml,error,entries[31].answer must be a list (Array) of Strings. Got: NilClass
/Users/wayneb/Documents/github/linguatrain/packs/fi/lessons/fi_chapter_01_wordlist.yaml,error,entries[32] missing required field: prompt
/Users/wayneb/Documents/github/linguatrain/packs/fi/lessons/fi_chapter_01_wordlist.yaml,error,entries[32] missing required field: answer
/Users/wayneb/Documents/github/linguatrain/packs/fi/lessons/fi_chapter_01_wordlist.yaml,error,entries[32].prompt must be a String or a list (Array) of Strings. Got: NilClass
/Users/wayneb/Documents/github/linguatrain/packs/fi/lessons/fi_chapter_01_wordlist.yaml,error,entries[32].answer must be a list (Array) of Strings. Got: NilClass
/Users/wayneb/Documents/github/linguatrain/packs/fi/lessons/fi_chapter_01_wordlist.yaml,error,entries[33] missing required field: prompt
/Users/wayneb/Documents/github/linguatrain/packs/fi/lessons/fi_chapter_01_wordlist.yaml,error,entries[33] missing required field: answer
/Users/wayneb/Documents/github/linguatrain/packs/fi/lessons/fi_chapter_01_wordlist.yaml,error,entries[33].prompt must be a String or a list (Array) of Strings. Got: NilClass
/Users/wayneb/Documents/github/linguatrain/packs/fi/lessons/fi_chapter_01_wordlist.yaml,error,entries[33].answer must be a list (Array) of Strings. Got: NilClass
/Users/wayneb/Documents/github/linguatrain/packs/fi/lessons/fi_chapter_01_wordlist.yaml,error,entries[34] missing required field: prompt
/Users/wayneb/Documents/github/linguatrain/packs/fi/lessons/fi_chapter_01_wordlist.yaml,error,entries[34] missing required field: answer
/Users/wayneb/Documents/github/linguatrain/packs/fi/lessons/fi_chapter_01_wordlist.yaml,error,entries[34].prompt must be a String or a list (Array) of Strings. Got: NilClass
/Users/wayneb/Documents/github/linguatrain/packs/fi/lessons/fi_chapter_01_wordlist.yaml,error,entries[34].answer must be a list (Array) of Strings. Got: NilClass
/Users/wayneb/Documents/github/linguatrain/packs/fi/lessons/fi_chapter_01_wordlist.yaml,error,entries[35] missing required field: prompt
/Users/wayneb/Documents/github/linguatrain/packs/fi/lessons/fi_chapter_01_wordlist.yaml,error,entries[35] missing required field: answer
/Users/wayneb/Documents/github/linguatrain/packs/fi/lessons/fi_chapter_01_wordlist.yaml,error,entries[35].prompt must be a String or a list (Array) of Strings. Got: NilClass
/Users/wayneb/Documents/github/linguatrain/packs/fi/lessons/fi_chapter_01_wordlist.yaml,error,entries[35].answer must be a list (Array) of Strings. Got: NilClass
/Users/wayneb/Documents/github/linguatrain/packs/fi/lessons/fi_chapter_01_wordlist.yaml,error,entries[36] missing required field: prompt
/Users/wayneb/Documents/github/linguatrain/packs/fi/lessons/fi_chapter_01_wordlist.yaml,error,entries[36] missing required field: answer
/Users/wayneb/Documents/github/linguatrain/packs/fi/lessons/fi_chapter_01_wordlist.yaml,error,entries[36].prompt must be a String or a list (Array) of Strings. Got: NilClass
/Users/wayneb/Documents/github/linguatrain/packs/fi/lessons/fi_chapter_01_wordlist.yaml,error,entries[36].answer must be a list (Array) of Strings. Got: NilClass
/Users/wayneb/Documents/github/linguatrain/packs/fi/lessons/fi_chapter_01_wordlist.yaml,error,entries[37] missing required field: prompt
/Users/wayneb/Documents/github/linguatrain/packs/fi/lessons/fi_chapter_01_wordlist.yaml,error,entries[37] missing required field: answer
/Users/wayneb/Documents/github/linguatrain/packs/fi/lessons/fi_chapter_01_wordlist.yaml,error,entries[37].prompt must be a String or a list (Array) of Strings. Got: NilClass
/Users/wayneb/Documents/github/linguatrain/packs/fi/lessons/fi_chapter_01_wordlist.yaml,error,entries[37].answer must be a list (Array) of Strings. Got: NilClass
/Users/wayneb/Documents/github/linguatrain/packs/fi/lessons/fi_chapter_01_wordlist.yaml,error,entries[38] missing required field: prompt
/Users/wayneb/Documents/github/linguatrain/packs/fi/lessons/fi_chapter_01_wordlist.yaml,error,entries[38] missing required field: answer
/Users/wayneb/Documents/github/linguatrain/packs/fi/lessons/fi_chapter_01_wordlist.yaml,error,entries[38].prompt must be a String or a list (Array) of Strings. Got: NilClass
/Users/wayneb/Documents/github/linguatrain/packs/fi/lessons/fi_chapter_01_wordlist.yaml,error,entries[38].answer must be a list (Array) of Strings. Got: NilClass
/Users/wayneb/Documents/github/linguatrain/packs/fi/lessons/fi_chapter_02_wordlist.yaml,error,metadata missing required field: version
/Users/wayneb/Documents/github/linguatrain/packs/fi/lessons/fi_chapter_02_wordlist.yaml,error,entries[1] missing required field: prompt
/Users/wayneb/Documents/github/linguatrain/packs/fi/lessons/fi_chapter_02_wordlist.yaml,error,entries[1] missing required field: answer
/Users/wayneb/Documents/github/linguatrain/packs/fi/lessons/fi_chapter_02_wordlist.yaml,error,entries[1].prompt must be a String or a list (Array) of Strings. Got: NilClass
/Users/wayneb/Documents/github/linguatrain/packs/fi/lessons/fi_chapter_02_wordlist.yaml,error,entries[1].answer must be a list (Array) of Strings. Got: NilClass
/Users/wayneb/Documents/github/linguatrain/packs/fi/lessons/fi_chapter_02_wordlist.yaml,error,entries[2] missing required field: prompt
/Users/wayneb/Documents/github/linguatrain/packs/fi/lessons/fi_chapter_02_wordlist.yaml,error,entries[2] missing required field: answer
/Users/wayneb/Documents/github/linguatrain/packs/fi/lessons/fi_chapter_02_wordlist.yaml,error,entries[2].prompt must be a String or a list (Array) of Strings. Got: NilClass
/Users/wayneb/Documents/github/linguatrain/packs/fi/lessons/fi_chapter_02_wordlist.yaml,error,entries[2].answer must be a list (Array) of Strings. Got: NilClass
/Users/wayneb/Documents/github/linguatrain/packs/fi/lessons/fi_chapter_02_wordlist.yaml,error,entries[3] missing required field: prompt
/Users/wayneb/Documents/github/linguatrain/packs/fi/lessons/fi_chapter_02_wordlist.yaml,error,entries[3] missing required field: answer
/Users/wayneb/Documents/github/linguatrain/packs/fi/lessons/fi_chapter_02_wordlist.yaml,error,entries[3].prompt must be a String or a list (Array) of Strings. Got: NilClass
/Users/wayneb/Documents/github/linguatrain/packs/fi/lessons/fi_chapter_02_wordlist.yaml,error,entries[3].answer must be a list (Array) of Strings. Got: NilClass
/Users/wayneb/Documents/github/linguatrain/packs/fi/lessons/fi_chapter_02_wordlist.yaml,error,entries[4] missing required field: prompt
/Users/wayneb/Documents/github/linguatrain/packs/fi/lessons/fi_chapter_02_wordlist.yaml,error,entries[4] missing required field: answer
/Users/wayneb/Documents/github/linguatrain/packs/fi/lessons/fi_chapter_02_wordlist.yaml,error,entries[4].prompt must be a String or a list (Array) of Strings. Got: NilClass
/Users/wayneb/Documents/github/linguatrain/packs/fi/lessons/fi_chapter_02_wordlist.yaml,error,entries[4].answer must be a list (Array) of Strings. Got: NilClass
/Users/wayneb/Documents/github/linguatrain/packs/fi/lessons/fi_chapter_02_wordlist.yaml,error,entries[5] missing required field: prompt
/Users/wayneb/Documents/github/linguatrain/packs/fi/lessons/fi_chapter_02_wordlist.yaml,error,entries[5] missing required field: answer
/Users/wayneb/Documents/github/linguatrain/packs/fi/lessons/fi_chapter_02_wordlist.yaml,error,entries[5].prompt must be a String or a list (Array) of Strings. Got: NilClass
/Users/wayneb/Documents/github/linguatrain/packs/fi/lessons/fi_chapter_02_wordlist.yaml,error,entries[5].answer must be a list (Array) of Strings. Got: NilClass
/Users/wayneb/Documents/github/linguatrain/packs/fi/lessons/fi_chapter_02_wordlist.yaml,error,entries[6] missing required field: prompt
/Users/wayneb/Documents/github/linguatrain/packs/fi/lessons/fi_chapter_02_wordlist.yaml,error,entries[6] missing required field: answer
/Users/wayneb/Documents/github/linguatrain/packs/fi/lessons/fi_chapter_02_wordlist.yaml,error,entries[6].prompt must be a String or a list (Array) of Strings. Got: NilClass
/Users/wayneb/Documents/github/linguatrain/packs/fi/lessons/fi_chapter_02_wordlist.yaml,error,entries[6].answer must be a list (Array) of Strings. Got: NilClass
/Users/wayneb/Documents/github/linguatrain/packs/fi/lessons/fi_chapter_02_wordlist.yaml,error,entries[7] missing required field: prompt
/Users/wayneb/Documents/github/linguatrain/packs/fi/lessons/fi_chapter_02_wordlist.yaml,error,entries[7] missing required field: answer
/Users/wayneb/Documents/github/linguatrain/packs/fi/lessons/fi_chapter_02_wordlist.yaml,error,entries[7].prompt must be a String or a list (Array) of Strings. Got: NilClass
/Users/wayneb/Documents/github/linguatrain/packs/fi/lessons/fi_chapter_02_wordlist.yaml,error,entries[7].answer must be a list (Array) of Strings. Got: NilClass
/Users/wayneb/Documents/github/linguatrain/packs/fi/lessons/fi_chapter_02_wordlist.yaml,error,entries[8] missing required field: prompt
/Users/wayneb/Documents/github/linguatrain/packs/fi/lessons/fi_chapter_02_wordlist.yaml,error,entries[8] missing required field: answer
/Users/wayneb/Documents/github/linguatrain/packs/fi/lessons/fi_chapter_02_wordlist.yaml,error,entries[8].prompt must be a String or a list (Array) of Strings. Got: NilClass
/Users/wayneb/Documents/github/linguatrain/packs/fi/lessons/fi_chapter_02_wordlist.yaml,error,entries[8].answer must be a list (Array) of Strings. Got: NilClass
/Users/wayneb/Documents/github/linguatrain/packs/fi/lessons/fi_chapter_02_wordlist.yaml,error,entries[9] missing required field: prompt
/Users/wayneb/Documents/github/linguatrain/packs/fi/lessons/fi_chapter_02_wordlist.yaml,error,entries[9] missing required field: answer
/Users/wayneb/Documents/github/linguatrain/packs/fi/lessons/fi_chapter_02_wordlist.yaml,error,entries[9].prompt must be a String or a list (Array) of Strings. Got: NilClass
/Users/wayneb/Documents/github/linguatrain/packs/fi/lessons/fi_chapter_02_wordlist.yaml,error,entries[9].answer must be a list (Array) of Strings. Got: NilClass
/Users/wayneb/Documents/github/linguatrain/packs/fi/lessons/fi_chapter_02_wordlist.yaml,error,entries[10] missing required field: prompt
/Users/wayneb/Documents/github/linguatrain/packs/fi/lessons/fi_chapter_02_wordlist.yaml,error,entries[10] missing required field: answer
/Users/wayneb/Documents/github/linguatrain/packs/fi/lessons/fi_chapter_02_wordlist.yaml,error,entries[10].prompt must be a String or a list (Array) of Strings. Got: NilClass
/Users/wayneb/Documents/github/linguatrain/packs/fi/lessons/fi_chapter_02_wordlist.yaml,error,entries[10].answer must be a list (Array) of Strings. Got: NilClass
/Users/wayneb/Documents/github/linguatrain/packs/fi/lessons/fi_chapter_02_wordlist.yaml,error,entries[11] missing required field: prompt
/Users/wayneb/Documents/github/linguatrain/packs/fi/lessons/fi_chapter_02_wordlist.yaml,error,entries[11] missing required field: answer
/Users/wayneb/Documents/github/linguatrain/packs/fi/lessons/fi_chapter_02_wordlist.yaml,error,entries[11].prompt must be a String or a list (Array) of Strings. Got: NilClass
/Users/wayneb/Documents/github/linguatrain/packs/fi/lessons/fi_chapter_02_wordlist.yaml,error,entries[11].answer must be a list (Array) of Strings. Got: NilClass
/Users/wayneb/Documents/github/linguatrain/packs/fi/lessons/fi_chapter_02_wordlist.yaml,error,entries[12] missing required field: prompt
/Users/wayneb/Documents/github/linguatrain/packs/fi/lessons/fi_chapter_02_wordlist.yaml,error,entries[12] missing required field: answer
/Users/wayneb/Documents/github/linguatrain/packs/fi/lessons/fi_chapter_02_wordlist.yaml,error,entries[12].prompt must be a String or a list (Array) of Strings. Got: NilClass
/Users/wayneb/Documents/github/linguatrain/packs/fi/lessons/fi_chapter_02_wordlist.yaml,error,entries[12].answer must be a list (Array) of Strings. Got: NilClass
/Users/wayneb/Documents/github/linguatrain/packs/fi/lessons/fi_chapter_02_wordlist.yaml,error,entries[13] missing required field: prompt
/Users/wayneb/Documents/github/linguatrain/packs/fi/lessons/fi_chapter_02_wordlist.yaml,error,entries[13] missing required field: answer
/Users/wayneb/Documents/github/linguatrain/packs/fi/lessons/fi_chapter_02_wordlist.yaml,error,entries[13].prompt must be a String or a list (Array) of Strings. Got: NilClass
/Users/wayneb/Documents/github/linguatrain/packs/fi/lessons/fi_chapter_02_wordlist.yaml,error,entries[13].answer must be a list (Array) of Strings. Got: NilClass
/Users/wayneb/Documents/github/linguatrain/packs/fi/lessons/fi_chapter_02_wordlist.yaml,error,entries[14] missing required field: prompt
/Users/wayneb/Documents/github/linguatrain/packs/fi/lessons/fi_chapter_02_wordlist.yaml,error,entries[14] missing required field: answer
/Users/wayneb/Documents/github/linguatrain/packs/fi/lessons/fi_chapter_02_wordlist.yaml,error,entries[14].prompt must be a String or a list (Array) of Strings. Got: NilClass
/Users/wayneb/Documents/github/linguatrain/packs/fi/lessons/fi_chapter_02_wordlist.yaml,error,entries[14].answer must be a list (Array) of Strings. Got: NilClass
/Users/wayneb/Documents/github/linguatrain/packs/fi/lessons/fi_chapter_02_wordlist.yaml,error,entries[15] missing required field: prompt
/Users/wayneb/Documents/github/linguatrain/packs/fi/lessons/fi_chapter_02_wordlist.yaml,error,entries[15] missing required field: answer
/Users/wayneb/Documents/github/linguatrain/packs/fi/lessons/fi_chapter_02_wordlist.yaml,error,entries[15].prompt must be a String or a list (Array) of Strings. Got: NilClass
/Users/wayneb/Documents/github/linguatrain/packs/fi/lessons/fi_chapter_02_wordlist.yaml,error,entries[15].answer must be a list (Array) of Strings. Got: NilClass
/Users/wayneb/Documents/github/linguatrain/packs/fi/lessons/fi_chapter_02_wordlist.yaml,error,entries[16] missing required field: prompt
/Users/wayneb/Documents/github/linguatrain/packs/fi/lessons/fi_chapter_02_wordlist.yaml,error,entries[16] missing required field: answer
/Users/wayneb/Documents/github/linguatrain/packs/fi/lessons/fi_chapter_02_wordlist.yaml,error,entries[16].prompt must be a String or a list (Array) of Strings. Got: NilClass
/Users/wayneb/Documents/github/linguatrain/packs/fi/lessons/fi_chapter_02_wordlist.yaml,error,entries[16].answer must be a list (Array) of Strings. Got: NilClass
/Users/wayneb/Documents/github/linguatrain/packs/fi/lessons/fi_chapter_02_wordlist.yaml,error,entries[17] missing required field: prompt
/Users/wayneb/Documents/github/linguatrain/packs/fi/lessons/fi_chapter_02_wordlist.yaml,error,entries[17] missing required field: answer
/Users/wayneb/Documents/github/linguatrain/packs/fi/lessons/fi_chapter_02_wordlist.yaml,error,entries[17].prompt must be a String or a list (Array) of Strings. Got: NilClass
/Users/wayneb/Documents/github/linguatrain/packs/fi/lessons/fi_chapter_02_wordlist.yaml,error,entries[17].answer must be a list (Array) of Strings. Got: NilClass
/Users/wayneb/Documents/github/linguatrain/packs/fi/lessons/fi_chapter_02_wordlist.yaml,error,entries[18] missing required field: prompt
/Users/wayneb/Documents/github/linguatrain/packs/fi/lessons/fi_chapter_02_wordlist.yaml,error,entries[18] missing required field: answer
/Users/wayneb/Documents/github/linguatrain/packs/fi/lessons/fi_chapter_02_wordlist.yaml,error,entries[18].prompt must be a String or a list (Array) of Strings. Got: NilClass
/Users/wayneb/Documents/github/linguatrain/packs/fi/lessons/fi_chapter_02_wordlist.yaml,error,entries[18].answer must be a list (Array) of Strings. Got: NilClass
/Users/wayneb/Documents/github/linguatrain/packs/fi/lessons/fi_chapter_02_wordlist.yaml,error,entries[19] missing required field: prompt
/Users/wayneb/Documents/github/linguatrain/packs/fi/lessons/fi_chapter_02_wordlist.yaml,error,entries[19] missing required field: answer
/Users/wayneb/Documents/github/linguatrain/packs/fi/lessons/fi_chapter_02_wordlist.yaml,error,entries[19].prompt must be a String or a list (Array) of Strings. Got: NilClass
/Users/wayneb/Documents/github/linguatrain/packs/fi/lessons/fi_chapter_02_wordlist.yaml,error,entries[19].answer must be a list (Array) of Strings. Got: NilClass
/Users/wayneb/Documents/github/linguatrain/packs/fi/lessons/fi_chapter_02_wordlist.yaml,error,entries[20] missing required field: prompt
/Users/wayneb/Documents/github/linguatrain/packs/fi/lessons/fi_chapter_02_wordlist.yaml,error,entries[20] missing required field: answer
/Users/wayneb/Documents/github/linguatrain/packs/fi/lessons/fi_chapter_02_wordlist.yaml,error,entries[20].prompt must be a String or a list (Array) of Strings. Got: NilClass
/Users/wayneb/Documents/github/linguatrain/packs/fi/lessons/fi_chapter_02_wordlist.yaml,error,entries[20].answer must be a list (Array) of Strings. Got: NilClass
/Users/wayneb/Documents/github/linguatrain/packs/fi/lessons/fi_chapter_02_wordlist.yaml,error,entries[21] missing required field: prompt
/Users/wayneb/Documents/github/linguatrain/packs/fi/lessons/fi_chapter_02_wordlist.yaml,error,entries[21] missing required field: answer
/Users/wayneb/Documents/github/linguatrain/packs/fi/lessons/fi_chapter_02_wordlist.yaml,error,entries[21].prompt must be a String or a list (Array) of Strings. Got: NilClass
/Users/wayneb/Documents/github/linguatrain/packs/fi/lessons/fi_chapter_02_wordlist.yaml,error,entries[21].answer must be a list (Array) of Strings. Got: NilClass
/Users/wayneb/Documents/github/linguatrain/packs/fi/lessons/fi_chapter_02_wordlist.yaml,error,entries[22] missing required field: prompt
/Users/wayneb/Documents/github/linguatrain/packs/fi/lessons/fi_chapter_02_wordlist.yaml,error,entries[22] missing required field: answer
/Users/wayneb/Documents/github/linguatrain/packs/fi/lessons/fi_chapter_02_wordlist.yaml,error,entries[22].prompt must be a String or a list (Array) of Strings. Got: NilClass
/Users/wayneb/Documents/github/linguatrain/packs/fi/lessons/fi_chapter_02_wordlist.yaml,error,entries[22].answer must be a list (Array) of Strings. Got: NilClass
/Users/wayneb/Documents/github/linguatrain/packs/fi/lessons/fi_chapter_02_wordlist.yaml,error,entries[23] missing required field: prompt
/Users/wayneb/Documents/github/linguatrain/packs/fi/lessons/fi_chapter_02_wordlist.yaml,error,entries[23] missing required field: answer
/Users/wayneb/Documents/github/linguatrain/packs/fi/lessons/fi_chapter_02_wordlist.yaml,error,entries[23].prompt must be a String or a list (Array) of Strings. Got: NilClass
/Users/wayneb/Documents/github/linguatrain/packs/fi/lessons/fi_chapter_02_wordlist.yaml,error,entries[23].answer must be a list (Array) of Strings. Got: NilClass
/Users/wayneb/Documents/github/linguatrain/packs/fi/lessons/fi_chapter_02_wordlist.yaml,error,entries[24] missing required field: prompt
/Users/wayneb/Documents/github/linguatrain/packs/fi/lessons/fi_chapter_02_wordlist.yaml,error,entries[24] missing required field: answer
/Users/wayneb/Documents/github/linguatrain/packs/fi/lessons/fi_chapter_02_wordlist.yaml,error,entries[24].prompt must be a String or a list (Array) of Strings. Got: NilClass
/Users/wayneb/Documents/github/linguatrain/packs/fi/lessons/fi_chapter_02_wordlist.yaml,error,entries[24].answer must be a list (Array) of Strings. Got: NilClass
/Users/wayneb/Documents/github/linguatrain/packs/fi/lessons/fi_chapter_02_wordlist.yaml,error,entries[25] missing required field: prompt
/Users/wayneb/Documents/github/linguatrain/packs/fi/lessons/fi_chapter_02_wordlist.yaml,error,entries[25] missing required field: answer
/Users/wayneb/Documents/github/linguatrain/packs/fi/lessons/fi_chapter_02_wordlist.yaml,error,entries[25].prompt must be a String or a list (Array) of Strings. Got: NilClass
/Users/wayneb/Documents/github/linguatrain/packs/fi/lessons/fi_chapter_02_wordlist.yaml,error,entries[25].answer must be a list (Array) of Strings. Got: NilClass
/Users/wayneb/Documents/github/linguatrain/packs/fi/lessons/fi_chapter_02_wordlist.yaml,error,entries[26] missing required field: prompt
/Users/wayneb/Documents/github/linguatrain/packs/fi/lessons/fi_chapter_02_wordlist.yaml,error,entries[26] missing required field: answer
/Users/wayneb/Documents/github/linguatrain/packs/fi/lessons/fi_chapter_02_wordlist.yaml,error,entries[26].prompt must be a String or a list (Array) of Strings. Got: NilClass
/Users/wayneb/Documents/github/linguatrain/packs/fi/lessons/fi_chapter_02_wordlist.yaml,error,entries[26].answer must be a list (Array) of Strings. Got: NilClass
/Users/wayneb/Documents/github/linguatrain/packs/fi/lessons/fi_chapter_02_wordlist.yaml,error,entries[27] missing required field: prompt
/Users/wayneb/Documents/github/linguatrain/packs/fi/lessons/fi_chapter_02_wordlist.yaml,error,entries[27] missing required field: answer
/Users/wayneb/Documents/github/linguatrain/packs/fi/lessons/fi_chapter_02_wordlist.yaml,error,entries[27].prompt must be a String or a list (Array) of Strings. Got: NilClass
/Users/wayneb/Documents/github/linguatrain/packs/fi/lessons/fi_chapter_02_wordlist.yaml,error,entries[27].answer must be a list (Array) of Strings. Got: NilClass
/Users/wayneb/Documents/github/linguatrain/packs/fi/lessons/fi_chapter_02_wordlist.yaml,error,entries[28] missing required field: prompt
/Users/wayneb/Documents/github/linguatrain/packs/fi/lessons/fi_chapter_02_wordlist.yaml,error,entries[28] missing required field: answer
/Users/wayneb/Documents/github/linguatrain/packs/fi/lessons/fi_chapter_02_wordlist.yaml,error,entries[28].prompt must be a String or a list (Array) of Strings. Got: NilClass
/Users/wayneb/Documents/github/linguatrain/packs/fi/lessons/fi_chapter_02_wordlist.yaml,error,entries[28].answer must be a list (Array) of Strings. Got: NilClass
/Users/wayneb/Documents/github/linguatrain/packs/fi/lessons/fi_chapter_02_wordlist.yaml,error,entries[29] missing required field: prompt
/Users/wayneb/Documents/github/linguatrain/packs/fi/lessons/fi_chapter_02_wordlist.yaml,error,entries[29] missing required field: answer
/Users/wayneb/Documents/github/linguatrain/packs/fi/lessons/fi_chapter_02_wordlist.yaml,error,entries[29].prompt must be a String or a list (Array) of Strings. Got: NilClass
/Users/wayneb/Documents/github/linguatrain/packs/fi/lessons/fi_chapter_02_wordlist.yaml,error,entries[29].answer must be a list (Array) of Strings. Got: NilClass
/Users/wayneb/Documents/github/linguatrain/packs/fi/lessons/fi_chapter_02_wordlist.yaml,error,entries[30] missing required field: prompt
/Users/wayneb/Documents/github/linguatrain/packs/fi/lessons/fi_chapter_02_wordlist.yaml,error,entries[30] missing required field: answer
/Users/wayneb/Documents/github/linguatrain/packs/fi/lessons/fi_chapter_02_wordlist.yaml,error,entries[30].prompt must be a String or a list (Array) of Strings. Got: NilClass
/Users/wayneb/Documents/github/linguatrain/packs/fi/lessons/fi_chapter_02_wordlist.yaml,error,entries[30].answer must be a list (Array) of Strings. Got: NilClass
/Users/wayneb/Documents/github/linguatrain/packs/fi/lessons/fi_chapter_02_wordlist.yaml,error,entries[31] missing required field: prompt
/Users/wayneb/Documents/github/linguatrain/packs/fi/lessons/fi_chapter_02_wordlist.yaml,error,entries[31] missing required field: answer
/Users/wayneb/Documents/github/linguatrain/packs/fi/lessons/fi_chapter_02_wordlist.yaml,error,entries[31].prompt must be a String or a list (Array) of Strings. Got: NilClass
/Users/wayneb/Documents/github/linguatrain/packs/fi/lessons/fi_chapter_02_wordlist.yaml,error,entries[31].answer must be a list (Array) of Strings. Got: NilClass
/Users/wayneb/Documents/github/linguatrain/packs/fi/lessons/fi_chapter_02_wordlist.yaml,error,entries[32] missing required field: prompt
/Users/wayneb/Documents/github/linguatrain/packs/fi/lessons/fi_chapter_02_wordlist.yaml,error,entries[32] missing required field: answer
/Users/wayneb/Documents/github/linguatrain/packs/fi/lessons/fi_chapter_02_wordlist.yaml,error,entries[32].prompt must be a String or a list (Array) of Strings. Got: NilClass
/Users/wayneb/Documents/github/linguatrain/packs/fi/lessons/fi_chapter_02_wordlist.yaml,error,entries[32].answer must be a list (Array) of Strings. Got: NilClass
/Users/wayneb/Documents/github/linguatrain/packs/fi/lessons/fi_chapter_02_wordlist.yaml,error,entries[33] missing required field: prompt
/Users/wayneb/Documents/github/linguatrain/packs/fi/lessons/fi_chapter_02_wordlist.yaml,error,entries[33] missing required field: answer
/Users/wayneb/Documents/github/linguatrain/packs/fi/lessons/fi_chapter_02_wordlist.yaml,error,entries[33].prompt must be a String or a list (Array) of Strings. Got: NilClass
/Users/wayneb/Documents/github/linguatrain/packs/fi/lessons/fi_chapter_02_wordlist.yaml,error,entries[33].answer must be a list (Array) of Strings. Got: NilClass
/Users/wayneb/Documents/github/linguatrain/packs/fi/lessons/fi_chapter_02_wordlist.yaml,error,entries[34] missing required field: prompt
/Users/wayneb/Documents/github/linguatrain/packs/fi/lessons/fi_chapter_02_wordlist.yaml,error,entries[34] missing required field: answer
/Users/wayneb/Documents/github/linguatrain/packs/fi/lessons/fi_chapter_02_wordlist.yaml,error,entries[34].prompt must be a String or a list (Array) of Strings. Got: NilClass
/Users/wayneb/Documents/github/linguatrain/packs/fi/lessons/fi_chapter_02_wordlist.yaml,error,entries[34].answer must be a list (Array) of Strings. Got: NilClass
/Users/wayneb/Documents/github/linguatrain/packs/fi/lessons/fi_chapter_02_wordlist.yaml,error,entries[35] missing required field: prompt
/Users/wayneb/Documents/github/linguatrain/packs/fi/lessons/fi_chapter_02_wordlist.yaml,error,entries[35] missing required field: answer
/Users/wayneb/Documents/github/linguatrain/packs/fi/lessons/fi_chapter_02_wordlist.yaml,error,entries[35].prompt must be a String or a list (Array) of Strings. Got: NilClass
/Users/wayneb/Documents/github/linguatrain/packs/fi/lessons/fi_chapter_02_wordlist.yaml,error,entries[35].answer must be a list (Array) of Strings. Got: NilClass
/Users/wayneb/Documents/github/linguatrain/packs/fi/lessons/fi_chapter_02_wordlist.yaml,error,entries[36] missing required field: prompt
/Users/wayneb/Documents/github/linguatrain/packs/fi/lessons/fi_chapter_02_wordlist.yaml,error,entries[36] missing required field: answer
/Users/wayneb/Documents/github/linguatrain/packs/fi/lessons/fi_chapter_02_wordlist.yaml,error,entries[36].prompt must be a String or a list (Array) of Strings. Got: NilClass
/Users/wayneb/Documents/github/linguatrain/packs/fi/lessons/fi_chapter_02_wordlist.yaml,error,entries[36].answer must be a list (Array) of Strings. Got: NilClass
/Users/wayneb/Documents/github/linguatrain/packs/fi/lessons/fi_chapter_02_wordlist.yaml,error,entries[37] missing required field: prompt
/Users/wayneb/Documents/github/linguatrain/packs/fi/lessons/fi_chapter_02_wordlist.yaml,error,entries[37] missing required field: answer
/Users/wayneb/Documents/github/linguatrain/packs/fi/lessons/fi_chapter_02_wordlist.yaml,error,entries[37].prompt must be a String or a list (Array) of Strings. Got: NilClass
/Users/wayneb/Documents/github/linguatrain/packs/fi/lessons/fi_chapter_02_wordlist.yaml,error,entries[37].answer must be a list (Array) of Strings. Got: NilClass
/Users/wayneb/Documents/github/linguatrain/packs/fi/lessons/fi_chapter_02_wordlist.yaml,error,entries[38] missing required field: prompt
/Users/wayneb/Documents/github/linguatrain/packs/fi/lessons/fi_chapter_02_wordlist.yaml,error,entries[38] missing required field: answer
/Users/wayneb/Documents/github/linguatrain/packs/fi/lessons/fi_chapter_02_wordlist.yaml,error,entries[38].prompt must be a String or a list (Array) of Strings. Got: NilClass
